Application mode,Application order,Course,Previous qualification,Previous qualification (grade),Admission grade,Target_status
1,3,9254,1,123.0,123.4,2
17,1,9147,1,120.0,124.2,3
44,1,9003,39,130.0,130.0,3
17,1,9773,1,130.0,126.2,2
17,1,9773,1,117.0,120.5,1
17,1,9119,1,131.0,123.7,3
17,1,9130,1,130.0,122.5,2
39,1,9991,1,133.0,139.2,1
51,1,171,1,128.0,131.2,2
39,1,9003,1,133.1,120.0,1
1,1,9085,1,123.0,116.7,1
53,1,9085,42,150.0,150.0,1
39,1,9773,19,133.1,117.5,2
1,2,9670,1,140.0,137.6,2
17,1,9254,1,126.0,124.3,2
39,1,9500,19,133.1,116.0,2
18,2,9238,1,121.0,121.4,2
53,1,9085,42,140.0,142.8,2
17,1,9670,1,133.1,96.0,3
43,1,8014,1,131.0,125.0,1
17,6,9119,1,124.0,126.1,2
39,1,9003,1,120.0,155.8,2
1,1,9773,1,133.1,116.0,2
44,1,9130,39,110.0,110.0,1
39,1,9670,19,133.1,97.2,2
39,1,9500,19,133.1,100.0,1
7,1,9119,40,140.0,140.0,2
43,1,9556,1,130.0,128.0,2
17,2,9670,1,110.0,115.3,2
39,1,9003,1,140.0,150.0,3
44,1,9003,39,160.0,160.0,2
1,1,9070,1,138.0,133.1,2
1,1,9670,1,126.0,119.0,1
39,1,9991,1,120.0,156.0,2
39,1,9500,1,130.0,163.7,3
39,1,9500,40,130.0,130.0,3
17,5,9773,1,122.0,123.1,1
39,1,9991,1,160.0,160.0,3
1,1,171,1,134.0,136.1,2
43,1,9070,1,134.0,132.7,2
43,1,9500,1,140.0,128.2,1
17,1,9254,1,127.0,126.7,1
39,1,9991,1,133.1,150.0,3
17,1,171,1,143.0,156.3,2
10,1,9254,1,115.0,116.1,2
17,1,9500,1,131.0,123.8,1
1,1,171,1,146.0,153.0,2
7,1,9500,5,140.0,140.0,1
17,1,171,1,135.0,131.9,2
1,1,171,1,133.0,141.4,3
39,1,9147,12,133.1,140.0,1
39,1,9991,1,120.0,115.0,1
39,1,9991,1,133.1,168.0,2
17,1,9085,1,130.0,101.3,1
1,1,9670,1,125.0,122.6,1
1,1,171,1,134.0,141.7,3
1,1,9500,1,151.0,132.3,2
17,1,9773,1,112.0,111.7,1
39,1,9119,1,120.0,98.7,2
15,1,9254,1,140.0,140.0,2
10,1,9500,1,140.0,140.0,1
39,1,9003,1,133.1,100.7,3
17,3,9500,1,143.0,133.8,2
15,1,9773,1,133.1,100.0,2
7,1,9119,4,180.0,180.0,3
1,1,9085,1,136.0,130.8,2
44,1,9991,39,140.0,140.0,3
39,1,9500,1,130.0,106.2,1
1,1,9238,1,141.0,125.6,2
18,5,9853,1,121.0,117.5,1
39,1,9119,3,120.0,122.5,1
17,1,9147,1,129.0,132.9,1
39,1,9853,12,133.1,103.0,1
17,5,8014,1,100.0,107.0,1
7,1,9130,2,133.1,100.0,1
39,1,8014,1,133.1,100.0,1
17,1,9070,1,139.0,131.3,2
18,1,9773,1,125.0,122.2,3
39,1,9991,9,133.1,118.4,1
7,1,9254,2,100.0,100.0,1
39,1,9500,1,110.0,110.0,1
43,1,8014,1,133.1,100.0,2
43,1,9147,1,123.0,106.2,2
7,1,9147,40,110.0,110.0,2
1,2,9085,1,130.0,122.3,2
39,1,8014,1,133.1,112.5,2
1,2,9500,1,97.0,98.1,2
1,1,9119,1,130.0,140.2,1
17,1,9147,1,139.0,143.6,3
16,1,171,1,150.0,134.6,1
1,3,9500,1,141.0,126.8,2
15,1,33,1,133.1,100.0,3
17,1,9130,1,137.0,130.0,3
1,4,9147,1,116.0,113.6,2
44,1,9130,39,140.0,140.0,3
17,4,9085,1,106.0,106.0,3
17,6,9238,1,135.0,126.6,2
17,5,9500,1,144.0,130.7,2
1,2,9147,1,108.0,105.9,2
15,1,9556,1,137.0,137.0,3
43,1,9130,1,133.1,100.0,1
1,1,8014,1,121.0,114.4,3
39,1,9003,19,133.1,120.0,1
39,1,9991,12,130.0,119.0,1
39,1,9003,1,133.1,110.0,1
7,1,9991,2,120.0,120.0,2
1,4,171,1,131.0,119.8,2
39,2,9670,19,133.1,135.6,1
39,1,9991,1,100.0,120.7,3
1,3,9085,1,131.0,136.3,1
16,1,171,1,158.0,164.3,3
1,1,9773,1,146.0,149.2,2
16,2,9070,1,133.0,122.5,3
43,1,9991,1,120.0,100.0,1
17,1,9853,1,119.0,125.0,1
1,1,9773,1,132.0,131.0,2
1,1,171,1,130.0,122.0,2
1,1,9147,1,132.0,131.3,3
17,2,9119,1,133.1,117.0,3
17,1,9254,1,119.0,118.0,1
17,2,8014,1,134.0,126.0,2
44,1,9003,39,120.0,120.0,1
17,4,171,1,172.0,155.6,1
1,4,9147,1,120.0,122.8,3
1,3,171,1,129.0,127.3,1
17,1,9147,1,118.0,118.4,3
1,1,9670,1,127.0,128.1,3
1,2,9500,1,133.1,99.0,3
1,1,9773,1,164.0,161.2,2
17,1,9238,1,136.0,140.9,1
17,1,9773,1,117.0,111.1,1
1,4,171,1,131.0,149.9,2
17,6,9670,1,110.0,111.3,3
1,2,9254,1,125.0,121.5,3
44,1,9003,39,120.0,120.0,2
39,1,9003,19,133.1,120.0,1
53,1,9003,42,130.0,130.0,3
1,5,9254,1,101.0,98.9,2
1,6,9500,1,141.0,136.3,2
17,1,9773,1,128.0,125.2,3
1,2,9070,1,145.0,130.0,2
1,1,9147,1,160.0,141.5,1
16,5,9085,1,134.0,123.9,3
17,2,9500,1,125.0,114.5,2
39,1,8014,15,133.1,100.0,1
39,1,8014,1,120.0,110.5,2
39,1,9085,19,133.1,101.0,1
1,1,9085,1,121.0,121.0,2
39,1,8014,1,120.0,95.0,1
1,2,9773,1,130.0,126.9,1
42,1,9670,1,130.0,116.3,2
18,1,9670,1,128.0,120.0,2
1,1,9085,1,126.0,123.6,2
39,1,9556,1,120.0,150.0,1
39,1,9556,1,100.0,120.0,1
42,1,9853,1,120.0,111.3,1
39,1,9991,1,110.0,150.0,1
1,1,9085,1,127.0,123.2,2
44,1,9991,39,130.0,130.0,1
1,1,9670,1,141.0,137.9,1
39,1,9119,1,120.0,100.0,1
39,1,9130,19,133.1,120.0,2
39,1,9773,19,133.1,131.0,1
39,1,9991,12,133.1,133.8,2
43,1,8014,1,130.0,100.0,3
39,1,9991,1,110.0,150.0,2
17,1,9670,1,125.0,126.4,2
39,1,9130,1,130.0,154.0,2
1,1,9500,1,121.0,114.9,2
39,1,9670,9,133.1,110.0,1
1,1,9070,1,147.0,149.8,2
1,4,9500,1,128.0,117.9,2
1,2,9070,1,164.0,165.8,2
17,5,9500,1,137.0,127.6,2
17,2,8014,1,122.0,123.8,2
17,4,9254,1,124.0,126.1,1
1,2,171,1,120.0,119.7,1
1,2,171,1,117.0,121.6,2
43,1,9500,1,140.0,100.0,2
1,5,9500,1,130.0,127.6,1
1,1,9500,1,138.0,132.5,2
1,1,9500,1,141.0,124.3,3
1,3,9500,1,142.0,131.0,2
7,1,9991,40,120.0,120.0,3
1,3,9556,1,122.0,113.3,2
1,2,9853,1,131.0,121.9,1
1,2,9085,1,120.0,118.3,2
1,1,9147,1,131.0,118.8,2
1,2,9085,1,130.0,129.0,3
43,3,171,1,120.0,143.3,2
1,1,171,1,136.0,152.5,3
53,1,9085,42,160.0,155.7,2
1,2,9085,1,157.0,153.9,2
1,1,9500,1,150.0,137.8,2
17,1,9500,1,148.0,143.3,2
1,1,9085,1,120.0,123.2,2
1,1,9773,1,150.0,138.1,3
17,1,9238,1,158.0,140.5,2
1,4,9500,1,145.0,130.0,2
44,1,9070,39,100.0,104.8,1
17,1,8014,1,136.0,132.5,2
39,1,9991,1,133.1,127.7,3
1,1,9085,1,148.0,136.5,2
44,1,9130,39,130.0,130.0,1
39,1,9500,40,130.0,190.0,2
17,4,9500,1,136.0,128.5,2
17,3,9254,1,122.0,126.6,1
17,1,9556,1,140.0,131.6,1
39,1,9991,1,110.0,119.0,2
17,1,9085,1,130.0,127.6,2
39,1,9500,1,133.1,100.0,1
1,1,9119,1,128.0,124.5,3
1,1,9773,1,117.0,109.3,3
1,2,9670,1,124.0,117.7,1
1,1,9670,1,124.0,124.7,1
17,3,9070,1,128.0,124.5,2
1,5,9070,1,125.0,140.8,2
17,3,9085,1,121.0,111.9,2
7,1,9556,3,140.0,140.0,1
1,1,171,1,124.0,121.2,3
43,4,171,1,136.0,123.8,1
7,1,9119,1,140.8,134.0,1
18,3,9070,1,142.0,130.8,1
1,1,9500,1,133.0,130.2,2
1,1,9147,1,131.0,123.3,3
39,1,9119,3,130.0,147.6,1
17,1,9670,1,120.0,113.4,2
17,1,9070,1,141.0,133.7,2
39,1,9085,1,130.0,128.2,1
1,1,9500,1,168.0,161.0,1
7,1,9500,3,130.0,130.0,1
1,1,9500,1,156.0,156.3,2
1,1,9773,1,137.0,129.3,2
17,6,9773,1,131.0,129.3,1
1,1,9238,1,130.0,136.3,2
39,1,9670,1,133.1,140.0,2
1,1,9119,1,131.0,135.9,3
1,5,171,1,160.0,139.7,1
1,4,9147,1,117.0,117.0,3
39,1,9556,19,133.1,105.0,1
1,3,9500,1,130.0,130.5,2
44,1,9991,39,130.0,130.0,3
1,3,9500,1,137.0,131.5,2
42,1,9500,1,133.1,100.0,1
44,1,9085,39,140.0,140.0,3
17,4,9238,1,140.0,130.2,2
17,2,9500,1,135.0,133.5,2
1,4,9500,1,140.0,133.2,2
39,1,9500,1,100.0,130.0,3
39,1,9119,1,160.0,129.0,1
39,1,9991,19,133.1,100.0,1
17,1,9085,1,128.0,116.5,2
1,2,9254,1,121.0,124.2,2
51,1,9085,1,127.0,138.8,2
1,1,9773,1,132.0,126.4,2
1,1,171,1,147.0,151.9,2
39,1,9991,1,110.0,120.0,1
43,1,9238,1,142.0,131.9,2
44,1,9130,39,130.0,130.0,3
17,1,9254,1,131.0,131.7,1
43,1,9991,1,110.0,132.5,2
1,3,9147,1,128.0,116.5,2
1,1,9130,1,136.0,133.9,1
39,1,9119,1,120.0,145.4,1
39,1,8014,1,140.0,172.0,3
1,1,9147,1,118.0,111.0,1
44,1,9070,39,120.0,120.0,2
1,6,9500,1,151.0,129.8,2
1,5,9500,1,130.0,118.1,3
39,1,9003,1,140.0,130.0,2
39,1,9070,19,133.1,126.3,1
18,1,9130,1,146.0,137.8,1
17,4,9254,1,122.0,116.1,3
1,1,9130,1,121.0,115.4,1
43,1,9773,1,127.0,110.0,1
39,1,9670,1,133.1,97.4,1
44,1,9085,39,130.0,130.0,1
43,1,9130,1,156.0,156.0,1
39,1,9003,1,130.0,126.1,1
39,1,9003,1,110.0,120.0,1
43,1,9070,1,108.0,105.2,1
44,1,9003,1,120.0,120.0,3
1,1,171,1,150.0,137.8,2
17,2,9070,1,152.0,134.2,3
44,1,9119,39,150.0,150.0,3
17,5,9119,1,123.0,116.0,1
1,1,9119,1,150.0,143.4,3
17,1,171,1,145.0,143.6,3
44,1,9130,39,150.0,150.0,1
1,4,9670,1,125.0,118.0,2
1,4,9500,1,117.0,109.3,2
1,2,9238,1,121.0,119.3,2
17,1,171,1,140.0,146.3,1
39,1,9773,1,130.0,161.5,2
15,1,9147,1,140.0,140.0,2
53,1,9147,42,140.0,142.2,2
1,1,9147,1,140.0,129.2,1
39,1,9003,1,140.0,100.0,1
44,1,9254,39,170.0,170.0,3
7,1,9500,3,140.0,140.0,1
51,1,9147,1,116.0,115.2,3
16,3,9853,1,134.0,121.4,3
39,1,9147,1,133.1,134.8,3
1,2,9773,1,140.0,136.9,2
42,1,9003,1,140.0,140.0,3
17,6,9254,1,108.0,112.2,3
1,3,9773,1,149.0,148.7,1
1,1,9254,1,140.0,133.0,2
39,1,9991,1,140.0,150.0,1
1,1,9147,1,133.1,98.0,2
1,1,9500,1,125.0,122.4,2
1,1,9670,1,133.1,139.0,3
1,5,9070,1,133.1,112.0,2
39,1,9500,1,130.0,143.8,1
17,3,9147,1,122.0,116.1,3
7,2,9500,3,140.0,138.0,1
43,1,9147,1,123.0,110.0,3
39,1,9238,19,133.1,103.5,1
7,1,9991,3,140.0,140.0,2
1,1,9070,1,116.0,108.7,1
17,3,9254,1,118.0,115.9,2
39,1,9500,1,140.0,127.3,2
1,4,9147,1,146.0,138.7,1
39,1,9991,1,150.0,135.8,1
17,1,9085,1,137.0,134.6,1
43,1,9500,1,136.0,118.4,3
1,3,9500,1,134.0,132.8,2
1,1,9238,1,160.0,155.5,2
1,3,9085,1,126.0,132.0,1
39,1,9003,19,133.1,110.0,1
17,3,9254,1,114.0,127.3,1
1,3,9500,1,139.0,126.0,1
43,2,8014,3,130.0,130.0,2
1,2,9147,1,131.0,118.8,2
43,2,9670,1,130.0,127.6,1
51,1,9147,19,133.1,112.1,1
43,1,9991,3,130.0,130.0,1
1,3,9119,1,117.0,111.1,3
17,1,9670,1,127.0,121.4,1
1,5,9119,1,131.0,126.8,3
51,1,9991,1,134.0,120.6,2
39,1,9254,1,130.0,126.5,2
1,6,9500,1,127.0,120.2,2
51,1,9500,1,130.0,120.0,1
1,2,9147,1,142.0,137.5,2
18,1,9070,1,117.0,127.9,1
39,1,9003,19,133.1,140.0,3
43,1,9991,1,164.0,131.8,2
43,1,9070,1,130.0,129.0,2
17,4,9773,1,127.0,115.8,1
17,3,9500,1,140.0,126.4,1
43,1,9085,1,130.0,130.0,3
1,3,9500,1,122.0,114.8,3
17,1,9147,1,162.0,138.6,3
39,1,9670,1,133.1,112.9,1
1,1,9238,1,120.0,111.6,2
17,1,9254,1,160.0,152.0,2
1,1,9238,1,141.0,132.6,2
17,1,9085,1,125.0,118.4,3
7,1,9500,3,120.0,120.0,1
1,1,9147,1,128.0,122.1,3
1,1,9853,1,162.0,142.8,1
1,1,9238,1,130.0,124.8,2
17,2,9147,1,134.0,126.3,2
1,1,9147,1,133.1,119.0,1
17,1,9500,1,137.0,124.9,2
1,1,9238,1,133.1,118.0,2
43,1,8014,1,110.0,100.0,2
39,1,9500,1,133.1,109.0,3
17,3,9500,1,133.0,130.8,2
39,1,9070,1,130.0,110.0,2
10,1,9773,1,151.0,151.0,1
17,1,9130,1,125.0,131.0,1
1,1,9147,1,158.0,155.2,2
1,2,9147,1,128.0,121.0,3
1,6,9500,1,133.0,119.7,2
1,1,9130,1,138.0,131.0,1
17,1,9003,1,126.0,116.9,1
39,1,9991,1,140.0,130.0,1
1,2,9500,1,143.0,137.8,2
43,3,9254,1,135.0,122.1,3
7,1,9500,3,120.0,120.0,1
1,1,9119,1,148.0,133.0,1
1,1,9147,1,126.0,115.2,2
44,1,9003,39,160.0,160.0,2
39,1,9085,1,140.0,106.3,1
39,2,9670,19,133.1,103.0,1
1,1,9070,1,136.0,136.0,2
15,1,9238,1,150.0,146.5,2
17,3,9070,1,130.0,131.4,2
42,1,9991,1,130.0,130.0,3
39,1,9119,1,110.0,137.0,1
39,1,9119,1,110.0,125.9,3
1,1,9254,1,121.0,111.9,1
17,1,9070,1,127.0,131.2,2
1,1,9130,1,140.0,131.2,1
39,1,9991,1,130.0,140.0,2
39,2,9147,1,130.0,121.5,1
39,1,9991,1,100.0,153.5,1
1,3,171,1,139.0,142.2,2
1,1,9773,1,150.0,131.1,2
17,1,9670,1,133.1,130.6,1
1,6,9500,1,119.0,115.0,1
51,1,9500,1,170.0,125.0,2
39,1,8014,1,133.1,97.5,1
1,4,9773,1,133.0,134.4,2
1,1,9500,1,125.0,118.8,2
39,1,9556,19,133.1,110.5,1
1,5,9500,1,143.0,123.3,1
1,2,171,1,127.0,139.6,1
17,1,9500,1,157.0,138.8,2
44,1,9119,39,160.0,160.0,3
39,1,9003,1,140.0,140.0,1
17,1,9254,1,128.0,118.2,1
1,1,171,1,145.0,150.6,2
39,1,9500,1,133.1,115.2,3
1,1,9500,1,132.0,126.0,2
44,1,9003,39,160.0,160.0,1
43,1,9773,1,160.0,160.0,1
10,1,9085,1,184.4,184.4,2
1,1,171,1,149.0,156.0,2
1,1,171,1,146.0,150.2,2
1,5,9500,1,139.0,126.3,2
1,1,9130,1,152.0,146.1,1
1,1,171,1,147.0,145.3,3
18,1,171,1,121.0,116.8,2
1,1,9070,1,124.0,132.1,3
1,1,9085,1,105.0,102.6,3
1,1,9773,1,121.0,112.3,1
1,1,171,1,143.0,155.3,2
53,1,9085,42,150.0,153.8,2
43,1,9773,1,126.0,110.0,2
42,1,9085,1,133.1,128.2,2
1,1,9130,1,127.0,120.4,2
17,1,9500,1,160.0,153.0,2
1,1,9773,1,121.0,117.9,2
44,1,9238,39,150.0,145.6,2
1,6,9500,1,117.0,119.8,2
1,6,9500,1,141.0,126.8,2
17,1,9853,1,112.0,106.1,3
1,1,9500,1,148.0,137.3,2
1,2,9670,1,120.0,115.5,2
1,2,9500,1,132.0,127.5,2
1,2,9556,1,125.0,116.3,2
17,3,8014,1,123.0,113.2,1
1,1,9853,1,142.0,132.6,2
1,4,9500,1,148.0,132.0,2
17,5,9500,1,136.0,130.3,2
1,4,9500,1,123.0,116.7,2
1,2,9070,1,135.0,134.0,2
43,1,9670,1,151.0,100.0,3
44,1,9085,39,140.0,140.0,3
1,2,9238,1,136.0,139.2,2
1,1,9853,1,142.0,132.6,3
17,3,9147,1,142.0,129.4,2
17,1,9670,1,127.0,125.6,1
17,1,9238,1,131.0,129.3,2
1,1,9085,1,134.0,128.4,2
17,2,9773,1,142.0,139.9,2
1,1,9070,1,123.0,124.8,3
17,3,9500,1,133.0,128.5,2
1,4,9500,1,125.0,117.8,2
17,1,9670,1,120.0,115.1,2
17,2,9238,1,125.0,118.0,2
39,1,9500,19,133.1,120.0,2
1,4,9500,1,133.1,119.6,2
17,6,9500,1,143.0,133.2,2
17,1,9130,1,147.0,141.8,2
1,1,9500,1,142.0,130.3,2
39,1,9085,1,150.0,100.0,1
1,2,9773,1,124.0,114.6,2
1,2,9254,1,136.0,123.4,2
1,1,9238,1,116.0,116.4,2
1,1,9070,1,127.0,123.2,2
1,1,9070,1,117.0,123.7,2
1,2,9773,1,116.0,127.6,1
1,4,9500,1,129.0,117.1,2
1,1,9500,1,157.0,149.3,2
17,1,9085,1,135.0,125.6,2
1,1,9773,1,139.0,145.0,2
18,1,9500,1,115.0,115.0,2
1,1,9254,1,123.0,114.3,1
43,2,9254,1,140.0,126.0,1
1,1,171,1,138.0,124.0,1
1,4,9254,1,132.0,122.6,2
1,4,9500,1,140.0,133.8,3
18,1,9853,1,117.0,113.5,2
1,4,9238,1,125.0,122.6,3
7,1,9500,3,140.0,140.0,2
1,1,9238,1,133.1,107.0,1
53,1,9085,42,130.0,130.0,3
1,1,9238,1,134.0,124.2,2
18,1,9500,1,128.0,125.8,3
1,1,9670,1,115.0,108.0,2
1,2,9500,1,119.0,115.2,2
17,1,9085,1,131.0,129.3,2
7,1,9003,4,120.0,120.0,2
1,1,9085,1,120.0,116.7,2
1,3,9085,1,135.0,121.0,3
17,1,9853,1,146.0,128.2,3
1,4,9670,1,133.0,121.1,2
51,1,9238,1,122.0,112.6,3
17,1,9085,1,128.0,123.3,2
17,2,9670,1,129.0,129.4,1
17,1,9147,1,122.0,119.9,2
1,4,9500,1,140.0,131.6,2
51,1,9070,1,143.0,120.0,1
1,4,9500,1,118.0,110.0,3
44,1,9238,39,140.0,143.0,2
44,1,9085,1,140.0,140.0,3
1,1,9670,1,123.0,119.2,2
1,1,9147,1,140.0,124.3,2
17,1,9238,1,116.0,111.1,2
43,1,9085,39,150.0,150.0,2
1,1,9500,1,147.0,147.3,2
1,1,9500,1,162.0,147.5,2
17,2,9254,1,108.0,108.0,2
42,1,9500,2,130.0,130.0,2
39,1,9991,1,140.0,130.0,3
1,2,9500,1,116.0,109.0,2
1,5,9670,1,120.0,112.0,3
17,1,8014,1,132.0,121.2,2
43,1,171,2,140.0,140.0,1
39,1,8014,1,120.0,119.5,3
1,1,9147,1,136.0,125.9,2
1,1,9254,1,133.0,121.5,1
1,5,9238,1,126.0,121.5,2
17,1,9085,1,142.0,132.4,2
17,1,9773,1,121.0,122.4,2
39,1,8014,1,134.0,110.0,1
51,1,9147,1,140.0,120.4,2
39,1,9254,1,133.1,105.0,1
1,1,9238,1,157.0,137.8,1
51,1,9254,1,120.0,118.0,2
17,5,9853,1,134.0,122.1,1
7,1,9853,3,140.0,140.0,1
1,1,9085,1,133.0,143.2,2
39,1,8014,1,146.0,120.5,2
16,3,9085,1,130.0,119.5,2
1,1,171,1,151.0,147.5,2
1,6,9773,1,133.1,129.6,1
18,1,9853,1,132.0,126.1,2
39,1,9991,1,110.0,160.0,2
39,1,9853,19,133.1,105.5,1
39,1,9853,1,110.0,95.5,1
39,1,9003,1,133.1,107.5,1
1,1,9238,1,105.0,106.1,2
39,1,9254,1,160.0,116.3,2
1,1,9500,1,144.0,137.4,2
1,1,9254,1,100.0,101.8,3
1,2,9773,1,143.0,144.1,2
42,1,9003,1,160.0,107.8,1
39,1,9853,1,140.0,128.2,1
17,4,171,1,133.1,117.0,1
1,1,9070,1,116.0,110.4,2
39,1,9991,1,120.0,170.0,3
43,1,9500,1,141.0,100.0,2
1,1,171,1,110.0,117.0,2
1,2,171,1,127.0,133.5,3
1,1,9500,1,132.0,128.0,2
1,1,9773,1,135.0,122.1,2
17,2,9500,1,135.0,133.4,2
39,1,9254,1,140.0,112.0,1
39,1,9085,1,133.1,130.0,2
39,2,9991,1,100.0,100.0,1
39,1,9773,19,133.1,162.0,2
42,1,9500,1,100.0,153.0,3
17,1,9147,1,137.0,131.4,1
7,1,9130,3,120.0,128.2,1
10,1,9670,1,148.9,148.9,2
1,4,9238,1,134.0,128.4,2
1,5,9853,1,128.0,120.3,1
57,1,9991,1,133.1,100.0,2
1,1,9254,1,131.0,126.1,2
1,3,9254,1,118.0,111.7,2
44,1,9085,39,140.0,140.0,2
1,2,9500,1,133.0,122.2,2
1,2,9500,1,126.0,118.7,1
17,2,9556,1,125.0,121.5,1
17,4,9500,1,138.0,134.5,2
1,4,9500,1,140.0,127.0,2
1,1,9238,1,124.0,114.2,2
17,1,9238,1,133.0,125.3,2
1,2,9773,1,127.0,120.4,1
1,6,9500,1,138.0,123.0,3
1,2,9556,1,142.0,130.5,2
1,1,9070,1,130.0,125.5,2
53,1,9003,42,130.0,133.8,2
44,1,9085,39,150.0,150.0,3
1,1,9147,1,127.0,130.5,2
44,1,9085,39,140.0,140.0,1
17,6,9500,1,126.0,119.4,2
17,5,9556,1,139.0,121.3,2
1,3,9500,1,141.0,126.3,2
1,1,9085,1,120.0,111.6,2
17,4,9147,1,120.0,111.3,2
1,2,9853,1,134.0,122.5,2
1,5,9254,1,128.0,116.5,2
17,5,9070,1,133.0,132.0,2
18,4,9853,1,123.0,123.7,3
17,6,9147,1,118.0,117.0,1
1,1,9670,1,113.0,116.5,2
1,1,9500,1,135.0,121.5,2
1,1,9670,1,133.1,105.0,2
1,3,9085,1,130.0,121.3,2
1,1,9238,1,135.0,136.1,2
17,2,9238,1,133.0,123.6,2
1,4,9238,1,123.0,129.0,2
17,1,9500,1,145.0,136.8,2
17,2,9500,1,146.0,133.4,2
1,5,9500,1,144.0,136.0,2
1,1,9500,1,144.0,125.8,2
1,1,9500,1,131.0,120.5,2
1,2,9500,1,141.0,130.2,2
1,3,9773,1,138.0,135.9,2
1,1,9773,1,127.0,116.5,2
1,4,9773,1,124.0,124.0,1
7,1,8014,3,140.0,140.0,1
17,1,9130,1,157.0,150.9,1
1,3,9500,1,129.0,127.3,2
39,1,9670,19,133.1,100.0,1
1,5,9500,1,142.0,128.8,2
1,3,9085,1,133.0,119.7,3
1,1,9500,1,156.0,140.8,2
1,1,9500,1,151.0,138.0,2
17,1,9853,1,135.0,132.9,1
43,1,9130,1,140.0,140.0,2
7,1,9500,3,140.0,140.0,1
1,2,9238,1,100.0,99.3,2
18,1,9500,1,126.0,119.3,2
17,2,9254,1,123.0,113.2,1
17,1,9773,1,133.1,117.0,3
18,1,8014,1,137.0,123.0,2
1,6,9500,1,138.0,127.2,2
1,2,9773,1,128.0,141.0,1
1,1,9238,1,136.0,121.7,2
43,1,9500,1,127.0,121.1,3
16,1,9070,1,145.0,146.1,3
1,1,9773,1,140.0,142.5,2
17,1,9085,1,138.0,126.8,3
44,1,9085,39,150.0,150.0,2
44,3,9085,39,150.0,150.0,3
17,1,9003,1,131.0,134.5,2
1,2,9556,1,136.0,129.5,2
1,1,9238,1,117.0,113.2,2
17,1,9853,1,158.0,140.2,1
17,2,9670,1,129.0,119.2,1
1,1,9238,1,140.0,140.7,2
1,5,9500,1,141.0,142.3,1
1,4,9773,1,132.0,129.9,2
17,1,171,1,133.0,134.8,3
17,1,9085,1,109.0,104.1,1
1,1,9147,1,135.0,122.4,2
1,1,9147,1,122.0,120.6,2
17,3,9238,1,118.0,112.4,1
1,1,171,1,174.0,157.9,2
43,1,9254,1,142.0,125.9,1
17,2,9500,1,131.0,118.4,1
1,3,9500,1,139.0,130.8,1
1,1,171,1,170.0,176.7,1
1,1,9070,1,182.0,156.8,2
1,1,9085,1,125.0,126.8,3
1,1,9238,1,142.0,128.0,2
1,2,9147,1,119.0,113.8,2
17,5,9500,1,128.0,120.8,2
1,3,9500,1,150.0,130.8,2
39,1,9254,1,133.1,101.0,1
17,5,9070,1,131.0,126.1,2
1,5,9773,1,118.0,113.8,2
17,2,9556,1,122.0,118.3,2
1,1,9147,1,116.0,127.9,1
17,5,9500,1,137.0,131.1,3
17,4,9085,1,128.0,117.9,2
17,1,9238,1,123.0,115.7,2
1,2,171,1,133.1,141.0,2
39,1,8014,12,110.0,120.0,2
17,1,9130,1,143.0,131.8,3
1,1,9070,1,150.0,131.1,2
1,6,9254,1,129.0,117.8,2
10,1,9085,1,140.0,140.0,2
1,1,9238,1,133.1,108.0,2
1,1,9853,1,132.0,122.9,2
44,1,9085,39,130.0,130.0,3
1,4,9500,1,137.0,126.0,2
42,1,9238,1,133.1,134.0,2
1,1,9070,1,143.0,134.3,2
1,1,9500,1,148.0,138.7,2
17,2,171,1,137.0,143.3,3
44,1,9085,39,160.0,160.0,2
1,2,9853,1,112.0,111.0,2
17,4,9254,1,133.0,128.5,1
1,4,9500,1,142.0,133.0,2
17,2,9670,1,123.0,114.6,1
17,1,9238,1,103.0,104.1,1
17,4,9500,1,140.0,127.6,2
1,2,9773,1,159.0,151.0,2
44,1,9238,39,140.0,135.7,2
17,1,9500,1,148.0,137.8,2
1,6,9147,1,112.0,117.3,2
18,2,9500,1,131.0,121.2,2
17,1,9670,1,145.0,129.3,2
1,5,9500,1,133.1,123.0,2
44,1,9085,39,140.0,140.0,2
7,1,9070,43,140.0,140.0,2
1,1,9085,1,150.0,144.6,1
43,1,9238,1,120.0,118.3,2
1,1,171,1,156.0,153.6,2
1,4,9070,1,167.0,158.3,2
43,1,8014,6,133.1,100.0,1
17,1,9500,1,147.0,134.9,2
1,3,9773,1,129.0,142.0,2
17,1,171,1,136.0,127.3,1
17,1,9238,1,128.0,116.5,2
43,1,9500,1,140.0,138.6,2
42,1,9853,1,141.0,133.0,1
17,2,9238,1,133.0,136.2,3
17,1,9254,1,125.0,118.0,2
1,1,9070,1,124.0,126.8,3
1,6,9500,1,140.0,128.5,2
17,1,9254,1,140.0,129.9,2
17,4,9773,1,137.0,125.8,1
17,1,171,1,144.0,129.3,3
1,6,9500,1,138.0,124.7,1
39,1,9003,1,130.0,154.9,1
17,1,9119,1,142.0,127.3,3
1,1,171,1,136.0,129.0,2
1,2,9773,1,133.1,98.0,3
17,2,9147,1,130.0,122.0,3
43,1,9070,1,117.0,112.5,3
1,3,9147,1,136.0,127.3,1
39,2,9556,1,133.1,100.5,1
39,1,8014,1,140.0,122.0,1
39,1,9500,1,150.0,140.0,2
17,2,9254,1,121.0,116.1,2
7,1,171,3,120.0,130.0,1
5,2,9070,1,143.0,146.2,2
44,1,9119,39,180.0,180.0,3
